Split,Horizon,Method,LagSet,y_true,y_pred,Store
8,2,RandomForest,lag7,69.0,95.14,Baltimore
8,3,RandomForest,lag7,77.0,119.24,Baltimore
8,4,RandomForest,lag7,118.0,174.46,Baltimore
8,5,RandomForest,lag7,97.0,113.84,Baltimore
8,6,RandomForest,lag7,61.0,77.95,Baltimore
8,7,RandomForest,lag7,65.0,78.18,Baltimore
8,1,XGBoost,lag7,71.0,78.01000213623047,Baltimore
8,2,XGBoost,lag7,69.0,80.33499908447266,Baltimore
8,3,XGBoost,lag7,77.0,100.50922393798828,Baltimore
8,4,XGBoost,lag7,118.0,217.82093811035156,Baltimore
8,5,XGBoost,lag7,97.0,126.87529754638672,Baltimore
8,6,XGBoost,lag7,61.0,81.69449615478516,Baltimore
8,7,XGBoost,lag7,65.0,67.13323974609375,Baltimore
8,1,RandomForest,lag14,71.0,89.78,Baltimore
8,2,RandomForest,lag14,69.0,95.97,Baltimore
8,3,RandomForest,lag14,77.0,136.68,Baltimore
8,4,RandomForest,lag14,118.0,143.02,Baltimore
8,5,RandomForest,lag14,97.0,116.35,Baltimore
8,6,RandomForest,lag14,61.0,73.8,Baltimore
8,7,RandomForest,lag14,65.0,73.14,Baltimore
8,1,XGBoost,lag14,71.0,75.0169906616211,Baltimore
8,2,XGBoost,lag14,69.0,98.90910339355469,Baltimore
8,3,XGBoost,lag14,77.0,98.49925994873047,Baltimore
8,4,XGBoost,lag14,118.0,169.08953857421875,Baltimore
8,5,XGBoost,lag14,97.0,104.8390121459961,Baltimore
8,6,XGBoost,lag14,61.0,92.6825180053711,Baltimore
8,7,XGBoost,lag14,65.0,65.89471435546875,Baltimore
9,1,SeasonalNaive7,-,69.0,63.0,Baltimore
9,2,SeasonalNaive7,-,77.0,80.0,Baltimore
9,3,SeasonalNaive7,-,118.0,128.0,Baltimore
9,4,SeasonalNaive7,-,97.0,95.0,Baltimore
9,5,SeasonalNaive7,-,61.0,61.0,Baltimore
